,key,kernel,graph,threads,sockets,nodes,edges,degree,instructions,cycles,L1-dcache-loads,L1-dcache-stores,l2-trans.demand-data-rd,l2-trans.rfo,l2-trans.l1d-wb,l2-trans.l2-wb,offcore-response.demand-data-rd.llc-hit.any-response,offcore-response.demand-data-rd.llc-miss.local-dram,offcore-response.demand-data-rd.llc-miss.remote-dram,cores,l1d-read-accesses,l1d-write-accesses,l2-read-accesses,l2-write-accesses,l3-read-accesses,l3-write-accesses,ldram-read-accesses,rdram-read-accesses,l1d-read-accesses-per1kinstr,l1d-write-accesses-per1kinstr,l2-read-accesses-per1kinstr,l2-write-accesses-per1kinstr,l3-read-accesses-per1kinstr,l3-write-accesses-per1kinstr,ldram-read-accesses-per1kinstr,rdram-read-accesses-per1kinstr,l1d-read-miss-rate,l1d-write-miss-rate,l2-read-miss-rate,l2-write-miss-rate,l3-read-miss-rate,l1d-read-bw,l1d-write-bw,l2-read-bw,l2-write-bw,l3-read-bw,l3-write-bw,ldram-read-bw,rdram-read-bw,ipc,avg-exec-time,energy-pkg,energy-cores,energy-uncore,pct-energy-cores,pct-energy-uncore,power-pkg,power-cores,power-uncore,millionTEPS/W
889,cc-kron-g22-k16-t6-1s-2tpc-fh,cc,kron-g22-k16,6.0,1.0,4194303.0,64155718.0,15.0,1013628187.3,2502017764.7,327133254.8,191127918.4,28704792.2,10341321.8,12026507.6,2670576.4,9762049.1,8046700.0,6301.9,3.0,327133254.8,191127918.4,39046114.0,12026507.6,17815051.0,2670576.4,8046700.0,6301.9,322.7683366106361,188.58758711152132,38.52718565631403,11.866814023075742,17.574927441423814,2.6351692296246076,7.937850879489337,0.006224023740457031,11.936147738824824,6.292387269944714,45.626347168139986,22.205611414800835,45.19990848946508,8.692101683908382,5.0784307010928655,2.074951114953533,0.6391134790681426,2.8400579730305724,0.4257604718662783,1.2828318903202056,0.0010050330198457377,0.40614457779609553,0.40152093720000004,38.342999999999996,28.438,9.905000000000005,74.13897968951156,25.861020310488435,95.52095008621654,70.84937960432802,24.67157048188851,1.674716865787144
1265,pr-kron-g22-k16-t3-1s-1tpc-nh,pr,kron-g22-k16,3.0,1.0,4194303.0,64155718.0,15.0,6044938307.1,22330046904.1,2260636937.8,286861695.8,1342862463.5,15035567.9,20138415.4,5438457.4,825571587.8,104912753.0,34012.0,3.0,2260636937.8,286861695.8,1357898031.4,20138415.4,930518352.8,5438457.4,104912753.0,34012.0,373.97194230913675,47.45478627659,224.63412522648082,3.331434283708429,153.93413509335272,0.8996556754588696,17.35532841772114,0.005626314909440898,60.06710915719922,7.020206257645844,68.52647589514866,27.002248649327395,11.279064788620298,9.773660418065827,1.240202740928392,11.741502912439577,0.17411655074329802,24.13866694617994,0.14103365864837158,2.721422925602027,0.0008813190428768189,0.2707205459639841,2.467859572,223.71600000000004,156.31099999999998,67.405,69.84324386562395,30.156756134376046,90.67534493864788,63.37689341003443,27.29845152861346,0.2870500283103164
1273,pr-kron-g22-k16-t6-1s-2tpc-fh,pr,kron-g22-k16,6.0,1.0,4194303.0,64155718.0,15.0,5935305860.1,23292977689.2,2195391084.0,259600843.2,1328915762.4,13802999.4,16909598.4,5093924.7,824602454.4,102448376.2,37951.1,3.0,2195391084.0,259600843.2,1342718761.8,16909598.4,927088781.7,5093924.7,102448376.2,37951.1,369.9260680700011,43.73435848709062,226.23804237006956,2.8489915870922515,156.20532345634194,0.8582649383674044,17.262165337448003,0.006397651112976388,61.168247500899255,6.515982331974347,69.0457709119861,30.12864960047084,11.054830087564142,16.79194967355152,1.9846002767508353,20.53695903382413,0.2585647611542926,42.53778088234762,0.2336834568177509,4.7006186035742115,0.0017448270117331678,0.2558532154359682,1.39555710902,159.64499999999998,124.035,35.61,77.67429547426948,22.325704525730504,114.57003002868183,89.02026441272218,25.549765615959654,0.4051513721560679
1649,sssp-kron-g22-k16-t3-1s-1tpc-nh,sssp,kron-g22-k16,3.0,1.0,4194303.0,64155718.0,15.0,3547891534.5,8513549689.9,1416340498.6,489919257.7,261935268.9,28747103.9,38271197.0,13437719.3,137596567.2,46968941.7,20171.5,3.0,1416340498.6,489919257.7,290682372.8,38271197.0,184585680.4,13437719.3,46968941.7,20171.5,399.2127544844483,138.08870621726638,81.9348556650095,10.78750744845643,52.02980940543266,3.787578813072252,13.238749553124787,0.005687585127109479,20.523903756742648,7.811973077486341,63.50091470593291,35.11153457633388,25.457252145904924,2.945703239883208,1.018934003080862,1.209118533733252,0.1591930111035736,2.3033460139753967,0.1676917272177205,0.5860894179899808,0.00025161299007399665,0.41678104088649154,5.128914399080001,317.102,198.827,118.27500000000002,63.049787508188544,36.950212491811456,61.83271461831491,38.76726741249101,23.065447205823894,0.20391200694730777
1657,sssp-kron-g22-k16-t6-1s-2tpc-fh,sssp,kron-g22-k16,6.0,1.0,4194303.0,64155718.0,15.0,3608753933.1,9146515985.8,1415738340.7,487033546.3,262928845.2,29208480.8,39224667.1,13967428.8,136508100.6,48373490.7,23716.5,3.0,1415738340.7,487033546.3,292137326.0,39224667.1,184905307.8,13967428.8,48373490.7,23716.5,392.5348458947307,134.90852848194473,81.09008499739485,10.889036211116217,51.32044889523265,3.877991525261109,13.42415705850362,0.00660526871121091,20.649959680038855,8.075959602077546,63.29431853198228,35.6063685219565,26.175436023463455,3.265393728994591,1.1226360972950347,1.3481679672145774,0.18096978683840897,2.558898454405723,0.19328924288430277,0.6700096801050177,0.0003289523096630044,0.39475079922126793,4.6430163893,280.004,182.93400000000003,97.07000000000001,69.09185205333527,30.908147946664723,60.151514010894324,39.49513591811562,20.656378092778695,0.2445720290319632
2033,tc-kron-g22-k16-t3-1s-1tpc-nh,tc,kron-g22-k16,3.0,1.0,4194303.0,64155718.0,15.0,396000000000.0,334900000000.0,39681406519.4,1734469181.5,2467376059.2,36580033.9,65039424.3,30850359.2,457946180.4,485928498.7,273412.1,3.0,39681406519.4,1734469181.5,2503956093.1,65039424.3,944148091.2,30850359.2,485928498.7,273412.1,100.20557201868687,4.379972680555555,6.323121447222222,0.16424097045454544,2.384212351515152,0.07790494747474747,1.2270921684343432,0.0006904345959595959,6.310152636923142,3.7500719525108095,37.70629797186647,47.43293496128739,51.49636880400963,13.1418784174584,0.5744396563160932,1.658537430134573,0.043079372434174694,1.8761197190524572,0.06130152359300066,0.9655879878401272,0.000543389183999179,1.1824434712664222,32.20883985100001,2743.6920000000005,1870.304,873.3879999999999,68.14872530097259,31.851274699027403,85.19256505843522,58.078724100720436,27.11384095771478,0.023390044789570748
2041,tc-kron-g22-k16-t6-1s-2tpc-fh,tc,kron-g22-k16,6.0,1.0,4194303.0,64155718.0,15.0,396000000000.0,336000000000.0,39690389565.1,1740490679.2,2467145274.5,37876631.5,66318955.1,31720364.4,456228270.4,485780182.1,317092.9,3.0,39690389565.1,1740490679.2,2505021906.0,66318955.1,942325545.4,31720364.4,485780182.1,317092.9,100.22825647752526,4.395178482828284,6.325812893939394,0.16747210883838382,2.379609963131313,0.0801019303030303,1.2267176315656567,0.0008007396464646465,6.3114077838643095,3.810400978090197,37.61747520639975,47.832162506536655,51.584958463324995,24.556574712473616,1.0768478393501015,3.0997313806050752,0.08206381854077598,3.4981176961448552,0.11775333321016239,1.8033240809351283,0.0011767430842947037,1.1785797616685918,17.240568845600002,1873.1519999999996,1401.0009999999997,472.151,74.74063606844717,25.259363931552844,108.65687208068896,81.27043708726983,27.38643499341914,0.034323436919673954
241,bc-kron-g24-k4-t3-1s-1tpc-nh,bc,kron-g24-k4,3.0,1.0,16777215.0,66358331.0,3.0,6193029176.0,26573247389.4,1727976302.9,554924479.1,451204468.5,52494480.6,68681030.9,47788091.3,212102695.0,62397804.4,90286862.0,3.0,1727976302.9,554924479.1,503698949.1,68681030.9,364787361.4,47788091.3,62397804.4,90286862.0,279.0163972040867,89.53544861322459,81.43669483378042,11.106132393898067,58.96860013203955,7.726110930240391,10.103987066333065,14.576123706449021,29.187561474885495,12.424662551307089,72.43069545605819,69.60234240479215,41.85683266146094,3.5593231400811147,1.142918666942324,2.075143152989132,0.28292377800329216,4.509017311635538,0.590678414394404,0.7725837032911141,1.1146536005467027,0.23384258880148331,5.17928794786,395.546,257.148,138.39799999999997,64.60632820410078,35.393671795899216,76.39557531091933,49.66347739606842,26.73209791485088,0.1702627797111896
249,bc-kron-g24-k4-t6-1s-2tpc-fh,bc,kron-g24-k4,6.0,1.0,16777215.0,66358331.0,3.0,5367420415.9,22383379762.5,1481103358.2,404668879.6,440429381.7,50773750.6,65089506.1,46398624.7,209002010.7,147977838.3,45759.1,3.0,1481103358.2,404668879.6,491203132.3,65089506.1,357025608.1,46398624.7,147977838.3,45759.1,275.94955090539275,75.39357082559974,91.5176476744372,12.127042419826495,66.51887465319997,8.644685890379858,27.5703323932336,0.008526636489757938,33.16516987905216,16.085277897229528,72.68407407862499,71.28434936117752,41.460463405749856,10.90845442222719,2.980339810495953,7.235525765385499,0.9587913694464438,15.77732769887331,2.050412059920252,6.539424525924616,0.002021538042123351,0.24023517577947318,1.4484626295799998,173.09799999999998,132.30800000000002,40.789999999999985,76.34915945631984,23.650840543680157,119.54776010403516,91.39094760018223,28.15681250385294,0.3842076023690316
625,bfs-kron-g24-k4-t3-1s-1tpc-nh,bfs,kron-g24-k4,3.0,1.0,16777215.0,66358331.0,3.0,2069190030.5,3218019566.3,620028333.9,291191949.0,65796575.9,15123650.2,18201947.5,4559966.4,31197522.1,14933737.2,9481.7,3.0,620028333.9,291191949.0,80920226.1,18201947.5,46140741.0,4559966.4,14933737.2,9481.7,299.6479026381738,140.72756516214747,39.10730343034285,8.796674678683752,22.299005460287308,2.2037416585948297,7.217133307577065,0.004583363196438531,13.051089254521395,6.250856521573595,57.02056017985044,25.052227442031658,32.3867079564731,11.052011554409216,5.190546913275042,2.8847811004832398,0.6488945387006201,4.934907932253342,0.48770581311601446,1.5971040900029707,0.0010150321284370365,0.6430765618929415,0.5985303993400002,44.917,29.49,15.427000000000001,65.5635107906559,34.436489209344096,75.08713148804448,49.323953520839396,25.763177967205102,1.479161705227305
633,bfs-kron-g24-k4-t6-1s-2tpc-fh,bfs,kron-g24-k4,6.0,1.0,16777215.0,66358331.0,3.0,2120605871.1,3524403813.7,625780667.1,291389954.2,65751211.0,15230547.3,18495258.4,4734405.1,30806456.0,15093448.0,10097.4,3.0,625780667.1,291389954.2,80981758.3,18495258.4,45910001.4,4734405.1,15093448.0,10097.4,295.1128500461165,137.4185176102157,38.19097261384297,8.722175779028117,21.652954064490622,2.232687588085417,7.117803466325109,0.004761470627309325,12.940985654204354,6.347221638269096,56.690729343719774,25.596415201648455,32.904163424416886,13.0876829705158,6.094247137242917,3.3874005563899687,0.7736136108980413,5.761561631524812,0.5940794960747985,1.8939245385029921,0.0012669921649096293,0.6026375331022762,0.5100580464,39.528000000000006,26.731,12.797,67.5723280264088,32.427671973591195,77.49340003744956,52.40250251098306,25.090897526466495,1.681764113657298
1009,cc-kron-g24-k4-t3-1s-1tpc-nh,cc,kron-g24-k4,3.0,1.0,16777215.0,66358331.0,3.0,2463917609.8,5286622269.7,721019487.2,275522678.6,70172924.3,14973710.5,19845930.7,6331043.3,24357312.0,20993544.3,8125.6,3.0,721019487.2,275522678.6,85146634.8,19845930.7,45358981.9,6331043.3,20993544.3,8125.6,292.6313887624786,111.82303019239434,34.55749294374834,8.054635395756494,18.409281492755884,2.569493870830355,8.520349669429068,0.0032979681667342914,11.809224877917305,7.203023417445623,53.27182334279123,31.900972097882818,46.30038457356852,9.394257690013571,3.589825151892287,2.218753771961116,0.5171471888180227,3.5459446579769773,0.4949331275575203,1.6412014285546164,0.0006353889752428513,0.4660868453467752,0.8187223037599999,62.40600000000002,41.616,20.790000000000003,66.57432076645298,33.425679233547015,76.24392883556973,50.856530961950995,25.387397873618728,1.0651539021992078
1017,cc-kron-g24-k4-t6-1s-2tpc-fh,cc,kron-g24-k4,6.0,1.0,16777215.0,66358331.0,3.0,2526413509.3,5794234053.7,727398502.2,275693485.3,71109309.2,15189272.1,20007286.5,6364435.2,24537658.6,21132857.5,11314.0,3.0,727398502.2,275693485.3,86298581.3,20007286.5,45681830.1,6364435.2,21132857.5,11314.0,287.9280033453642,109.12935839378117,34.15948898421508,7.919298888503169,18.08271588286995,2.519095485048895,8.36508034415001,0.004477934982550285,11.864111291533414,7.257061465657555,52.936830045129966,31.808754984436604,46.28615396596096,11.911112042071625,4.514261620229291,2.8260627117618378,0.6551618405255307,4.488306198895648,0.6252085279827742,2.0763769572914934,0.0011115935650735829,0.437169462123893,0.65172725418,52.690999999999995,36.3,16.391,68.8285420618919,31.171457938108112,80.92354525583546,55.75496787289279,25.168577382942665,1.2634784368845309
1393,pr-kron-g24-k4-t3-1s-1tpc-nh,pr,kron-g24-k4,3.0,1.0,16777215.0,66358331.0,3.0,11770682280.4,52642809021.7,3896082248.7,719528521.1,2344336886.4,37254744.8,49377660.5,20722907.9,1156626356.7,496454237.8,110900.9,3.0,3896082248.7,719528521.1,2381591631.2,49377660.5,1653191495.4,20722907.9,496454237.8,110900.9,330.99900540729124,61.127328735448785,202.33514532666595,4.194965399247222,140.45227622887452,1.760554573716019,42.17748189680231,0.009422367604847746,61.12861284788778,6.863052382227146,69.41638761700841,41.98244987935163,30.039676857829754,7.6120991685028585,1.4058098021130068,9.306158710509452,0.19294093485992508,19.378227926013288,0.24293079075944418,5.819857044571366,0.0013002581412457884,0.22360898983005892,5.460483441799999,535.339,381.886,153.453,71.21955880545597,28.780441194544018,98.07945498907421,69.98853238157947,28.09092260749474,0.12419510751697957
1401,pr-kron-g24-k4-t6-1s-2tpc-fh,pr,kron-g24-k4,6.0,1.0,16777215.0,66358331.0,3.0,11527495357.2,53884829597.0,3797384983.2,666851486.4,2328250427.6,36603331.7,44111546.7,19720835.2,1155851598.3,493735681.4,93308.5,3.0,3797384983.2,666851486.4,2364853759.3,44111546.7,1649680588.2,19720835.2,493735681.4,93308.5,329.4217675059237,57.84835577280694,205.15005172662262,3.826673895539975,143.10932736062335,1.7107958383856476,42.831415049382414,0.008093452084093214,62.27597122669133,6.615079296501184,69.75831835184542,44.70464998087853,29.935839427496397,13.48990665190521,2.36888430164204,16.801900141976084,0.3133792466915416,35.161533888105375,0.42029297505595037,10.52397145887433,0.0019880146682537446,0.21396600732671028,3.00298691276,370.255,310.504,59.751,84.6048239000759,15.395176099924106,123.2650567532495,103.40477187888379,19.860284874365725,0.18111515459183467
1777,sssp-kron-g24-k4-t3-1s-1tpc-nh,sssp,kron-g24-k4,3.0,1.0,16777215.0,66358331.0,3.0,4354043182.0,14514622724.2,1661317978.4,625070256.5,376409287.9,39514085.9,60661085.8,24226192.7,163930271.3,111043961.3,44201.8,3.0,1661317978.4,625070256.5,415923373.8,60661085.8,275018434.4,24226192.7,111043961.3,44201.8,381.63344086725857,143.55728310848704,95.59505398863121,13.943208014362122,63.205706296785046,5.567906498965902,25.5173785091017,0.010149237111314139,25.044886395186808,9.713299602073295,66.12641910929202,39.93898398063199,40.36821534868697,2.8458890063586635,1.070606758465534,1.4252780639731912,0.2078763511560413,2.82796964618123,0.2490501263756097,1.1421145429131134,0.0004537593864141329,0.30018858853958913,6.2282372082599995,416.454,249.705,166.74900000000002,59.66026184103536,40.33973815896464,66.82903442814202,40.057020863372756,26.772013564769253,0.16118591658907772
1785,sssp-kron-g24-k4-t6-1s-2tpc-fh,sssp,kron-g24-k4,6.0,1.0,16777215.0,66358331.0,3.0,4062884687.4,14682741571.5,1570325284.3,557952319.2,374611025.3,39810603.0,60816133.5,24771954.5,162173046.4,116095786.5,41686.9,3.0,1570325284.3,557952319.2,414421628.3,60816133.5,278310519.8,24771954.5,116095786.5,41686.9,387.03547480549867,137.22809184239088,102.42903465280017,15.030586418162997,68.79342231690939,6.125005604832143,28.683972198350556,0.010314379383294497,26.44168287445155,10.961909203289377,67.15917134696384,40.72923983360914,41.73076548365778,4.963562385171491,1.755771310091378,2.6359436246185437,0.3870272089463643,5.3102019544017605,0.4738818299431234,2.2128588726022733,0.0008095895502892396,0.27679614657043283,3.54346163202,297.775,188.777,108.998,63.796093451377395,36.2039065486226,86.92958903953905,55.16578389279425,31.763805146744794,0.2553860104050732
2161,tc-kron-g24-k4-t3-1s-1tpc-nh,tc,kron-g24-k4,3.0,1.0,16777215.0,66358331.0,3.0,720000000000.0,446300000000.0,90947506456.2,518203197.8,4647533523.7,19274622.4,27182544.4,9943922.1,490146656.5,519324943.3,259197.8,3.0,90947506456.2,518203197.8,4666808146.1,27182544.4,1009730797.6,9943922.1,519324943.3,259197.8,126.31598118916665,0.7197266636111113,6.481677980694445,0.037753533888888885,1.4024038855555554,0.013811002916666665,0.7212846434722222,0.00035999694444444443,5.131320652377333,5.245555851814315,21.636446371678648,36.58244898525676,51.45885451491792,22.823176160013244,0.13004247412455558,2.342258191917634,0.013642763813057087,1.5203436173222418,0.014972957678909132,0.7819488454028211,0.00039019580169335463,1.6132695550008378,42.5064499364,3583.875,2437.779,1146.096,68.0130927237249,31.986907276275097,84.3152441423499,57.35346400183998,26.961780140509905,0.01851935956279365
2169,tc-kron-g24-k4-t6-1s-2tpc-fh,tc,kron-g24-k4,6.0,1.0,16777215.0,66358331.0,3.0,720000000000.0,446100000000.0,90876097314.5,476642824.7,4645242370.8,19465035.5,26298179.5,9825175.1,488126684.0,517110964.8,399330.4,3.0,90876097314.5,476642824.7,4664707406.3,26298179.5,1005636979.2,9825175.1,517110964.8,399330.4,126.21680182569443,0.6620039231944443,6.478760286527778,0.036525249305555556,1.3967180266666666,0.013646076527777778,0.7182096733333333,0.0005546255555555555,5.13304121132578,5.518436041829578,21.55841967080902,37.35967415614833,51.46131602557345,43.48866844563055,0.22809437902354662,4.46458359083111,0.02517025235121101,2.8874743347520377,0.028211442634426022,1.4847741470354936,0.0011468356791833972,1.614003123897818,22.2897707604,2407.815,1802.5,605.3149999999999,74.8348312148295,25.165168785170504,108.02626585988367,80.86948404086964,27.156781819014043,0.027586141254556405
273,bc-kron-g24-k8-t3-1s-1tpc-nh,bc,kron-g24-k8,3.0,1.0,16777216.0,131715222.0,7.0,11895933405.9,48490749677.0,3423005313.0,958389035.6,873722298.7,111840151.9,129805961.2,94006738.2,416531898.5,137779259.1,144743820.6,3.0,3423005313.0,958389035.6,985562450.6,129805961.2,699054978.2,94006738.2,137779259.1,144743820.6,287.7509233313325,80.53284103209849,82.89042350157504,10.917843318249144,58.78603989551692,7.9062201302684825,11.59148789896432,12.168451610094777,28.805952939708142,13.56892452327141,70.93450323557933,72.43079234921309,40.41879908831537,3.914609610669153,1.0958604509272323,2.2544819143541024,0.2969190841700969,4.79736643890138,0.6451302580698357,0.9459534877061841,0.9929512361409845,0.24708528516449882,9.3279156453,670.801,422.883,247.91800000000003,62.95257769047644,37.04742230952356,71.89847309952168,45.32055431694191,26.57791878257975,0.19732307163159624
281,bc-kron-g24-k8-t6-1s-2tpc-fh,bc,kron-g24-k8,6.0,1.0,16777216.0,131715222.0,7.0,10592662146.1,42632088612.8,3044030253.0,730628750.3,849723735.1,108836640.4,122418908.2,91420471.8,408696728.4,277797454.8,82244.7,3.0,3044030253.0,730628750.3,958560375.5,122418908.2,686576427.9,91420471.8,277797454.8,82244.7,287.3728247786063,68.97451790153323,90.49332190648703,11.557012181459765,64.81659008014365,8.63059750248817,26.22556249154382,0.0077664496088147034,31.48988154581975,16.75571585562239,71.62573400734799,74.67867348683899,40.47350041265089,12.044983536325102,2.8910187807646155,7.585888826568381,0.968786564911347,16.300223516818,2.1704400698309545,6.595416389988282,0.0019519843684722958,0.24853287575039382,2.69607768386,294.415,220.158,74.25699999999999,74.49792514148564,25.502074858514362,109.26170023146219,81.7148910912979,27.5468091401643,0.4522610856066397
657,bfs-kron-g24-k8-t3-1s-1tpc-nh,bfs,kron-g24-k8,3.0,1.0,16777216.0,131715222.0,7.0,2436770321.7,4403382233.0,781141780.8,460196835.1,74746248.2,23914627.7,27697416.8,6008162.0,31959939.0,17729665.3,11613.1,3.0,781141780.8,460196835.1,98660875.9,27697416.8,49701217.4,6008162.0,17729665.3,11613.1,320.5650111278611,188.85604936298446,40.48868616661218,11.366529929714265,20.39653209966919,2.4656426164842316,7.275951075146956,0.004765893807926648,12.630394819343612,6.018615916315535,50.37624419736154,21.69216427851192,35.695012803459875,9.17735212070615,5.40671373401159,2.3182497243016407,0.6508077260364249,3.5035451652584806,0.4235247091089477,1.2498218045362435,0.0008186382385857938,0.5534374491956843,0.9080443255199999,68.002,44.852,23.15,65.80150940504831,34.19849059495169,74.92919265615598,49.44676177682345,25.482430879332526,1.9429843419569575
665,bfs-kron-g24-k8-t6-1s-2tpc-fh,bfs,kron-g24-k8,6.0,1.0,16777216.0,131715222.0,7.0,2486454640.7,4680452816.1,786676174.3,460371372.8,74786083.4,23969538.1,28001414.1,6182765.3,31903140.5,17768365.1,11352.3,3.0,786676174.3,460371372.8,98755621.5,28001414.1,49682857.9,6182765.3,17768365.1,11352.3,316.39565792494216,185.15840784383656,39.71939959609692,11.262490493329242,19.982543430283638,2.486880934167584,7.146449903481272,0.004565632896314418,12.55362480507139,6.08238039796557,50.30914992672176,22.07804017799923,35.78531647433997,10.457418464093312,6.1197959582702435,2.625518004718623,0.7444346897227647,3.9627529587307677,0.4931033755882253,1.4171817399468758,0.0009049344283350476,0.531914345973066,0.8025192239400001,60.378,40.466,19.912,66.89139914661982,33.10860085338018,75.26779582972492,50.452346361975984,24.81544946774893,2.190459763339786
1041,cc-kron-g24-k8-t3-1s-1tpc-nh,cc,kron-g24-k8,3.0,1.0,16777216.0,131715222.0,7.0,2926187471.7,6760511729.8,911928880.7,444519794.7,88436256.1,23753996.8,29463063.6,7897547.9,30540089.4,26530873.1,9696.4,3.0,911928880.7,444519794.7,112190252.9,29463063.6,57080658.9,7897547.9,26530873.1,9696.4,311.6443503364411,151.9113666226126,38.34022163202308,10.06877565338014,19.50692179964689,2.698913211701507,9.066741082533111,0.0033139007666549924,12.302551695301627,6.628074560006961,50.878615201640294,26.804852542772085,46.49624719661533,8.38414208122596,4.086926471562849,2.062930930352624,0.5417600510604486,3.1488216516143988,0.43565478195733204,1.4635800830600691,0.000534869855287723,0.43288610979634373,1.16033053164,86.03400000000002,56.375,29.659000000000002,65.47874602134405,34.52125397865594,74.15948066720156,48.60701546547131,25.552465201730264,1.5323082642705188
1049,cc-kron-g24-k8-t6-1s-2tpc-fh,cc,kron-g24-k8,6.0,1.0,16777216.0,131715222.0,7.0,2999176415.1,7494083410.3,918302929.2,444764753.4,89410640.9,23896156.2,29547799.2,7864032.4,30968410.0,26698207.7,15504.5,3.0,918302929.2,444764753.4,113306797.1,29547799.2,57682122.2,7864032.4,26698207.7,15504.5,306.1955435138823,148.302186456857,37.78119583816321,9.85254266186662,19.23383504242718,2.6222319826544127,8.902764358803793,0.00516858532970506,12.338789924347314,6.643494580102896,50.90841196754147,26.614178318783235,46.310468630845314,10.010111918823458,4.8483082900345105,2.4702461787217294,0.6441808031909803,3.7723450467973003,0.5143024229281602,1.7460417532566694,0.001013290430014015,0.4012107808595505,0.9788954760799999,75.311,50.346999999999994,24.964,66.81073839851479,33.18926160148522,76.9616574858452,51.460081718624146,25.501575767221063,1.7536023408232222
1425,pr-kron-g24-k8-t3-1s-1tpc-nh,pr,kron-g24-k8,3.0,1.0,16777216.0,131715222.0,7.0,17390779309.5,86715495236.1,6135011786.1,1040030479.1,3975286334.6,51225918.4,76625231.6,22872707.1,1978767749.3,857173183.6,185014.5,3.0,6135011786.1,1040030479.1,4026512253.0,76625231.6,2836125947.4,22872707.1,857173183.6,185014.5,352.7804071507824,59.786383241612576,231.57310143576666,4.408639807875998,163.10828257393482,1.3157284440772519,49.29734419206133,0.010641311774750728,65.64093009450535,7.387122082759708,70.43837885978084,29.92773081299639,30.23364622871652,7.291674399470563,1.2361399154600037,9.5710624243918,0.18210034998440927,20.224379889184217,0.1631087430621837,6.11252268405441,0.0013193058820200568,0.20056485749957337,8.97553976666,849.8870000000001,599.5870000000001,250.3,70.49663249214848,29.50336750785152,94.70658764388465,66.82137769933162,27.885209944553026,0.15510210180428638
1433,pr-kron-g24-k8-t6-1s-2tpc-fh,pr,kron-g24-k8,6.0,1.0,16777216.0,131715222.0,7.0,16666201621.7,86950297812.1,5884268629.9,903608638.6,3931325027.8,47636925.5,64281975.5,21231401.3,1977248122.8,847252631.8,140113.1,3.0,5884268629.9,903608638.6,3978961953.3,64281975.5,2824640867.7,21231401.3,847252631.8,140113.1,353.0665193106296,54.21786967346249,238.7448521288994,3.8570318281377625,169.48391574878173,1.273924134888858,50.83679821789083,0.008407042441715733,67.62045527886931,7.1140291607929615,70.98922120056422,33.024451279513876,30.000349462779088,12.978132332435996,1.9929332278905576,17.551679847786772,0.2835531751332457,37.379919385438335,0.28096179242857705,11.211786522737844,0.001854170879336648,0.19169534617809392,4.8364550899,577.6830000000001,472.79200000000003,104.89099999999999,82.2906066652477,17.70939333475232,119.42647366468077,97.75478344247485,21.671690222205928,0.2295982675666738
1809,sssp-kron-g24-k8-t3-1s-1tpc-nh,sssp,kron-g24-k8,3.0,1.0,16777216.0,131715222.0,7.0,8192870510.0,25460810743.7,3171233975.5,1160288293.8,680568236.6,64707841.6,97719044.5,37288325.9,301930818.2,196428697.6,64790.4,3.0,3171233975.5,1160288293.8,745276078.2,97719044.5,498424306.2,37288325.9,196428697.6,64790.4,387.0867371849774,141.62232505530727,90.97811332305706,11.929105840917705,60.84117734492967,4.55197083874894,23.975748192735097,0.007903966770312002,23.502635581103604,8.423345426676706,66.87790484051364,38.15984925737595,39.40995180765017,2.917697978025552,1.0675260769738466,1.3713948971069523,0.17981578935036927,2.7516876448814656,0.20585504955215223,1.0846012281187423,0.0003574703056434254,0.32193237678375397,11.5962401682,733.5740000000001,414.57399999999996,319.0,56.45667581755314,43.54332418244686,63.23705564395101,35.753337053827714,27.4837185901233,0.18025370764200854
1817,sssp-kron-g24-k8-t6-1s-2tpc-fh,sssp,kron-g24-k8,6.0,1.0,16777216.0,131715222.0,7.0,7267508980.9,24670779452.9,2896371517.2,986785799.0,662980960.2,63563552.4,93567811.1,36829939.6,297444431.4,197128814.2,71286.6,3.0,2896371517.2,986785799.0,726544512.6,93567811.1,494644532.2,36829939.6,197128814.2,71286.6,399.151261371974,135.65207922127155,100.39646875436965,12.925286426269093,68.36363436549956,5.084904061724684,27.242819470058087,0.009737592469104554,25.128944752199487,9.538434652441403,68.08986665046476,39.36039953824895,39.85758775481393,4.63520545548088,1.57704969415464,2.3281593178247957,0.2996055558100319,4.75868688186142,0.3539653931580697,1.8982390498301782,0.0006807498624353174,0.29441243145467977,6.70109007718,482.54299999999995,311.6429999999999,170.9,63.5805358711378,36.4194641288622,71.96216540640657,46.08803683672984,25.874128569676753,0.28493887244058436
2193,tc-kron-g24-k8-t3-1s-1tpc-nh,tc,kron-g24-k8,3.0,1.0,16777216.0,131715222.0,7.0,2640000000000.0,1570000000000.0,334000000000.0,1016936460.9,17668932630.5,35760019.8,56132139.2,24026291.4,1353377018.0,1441650093.1,870940.2,3.0,334000000000.0,1016936460.9,17704692650.3,56132139.2,2795898051.3,24026291.4,1441650093.1,870940.2,126.51515151515153,0.3852032048863636,6.706322973598485,0.021262173939393936,1.0590522921590908,0.009100867954545457,0.546079580719697,0.00032990159090909093,5.300806182724552,5.519898051648675,15.791860103894425,42.80412946148108,51.59518337439765,24.085113447692628,0.07333247664395634,2.5534093391337547,0.008095497150904258,1.2096965064356582,0.010395317940336754,0.6237543882143675,0.0003768234767203452,1.6815286624203822,147.920378366,12297.284,8303.457,3993.827,67.52182760428555,32.47817239571445,83.13504367989079,56.1353454619275,26.999698217963306,0.010711120228176689
