,key,kernel,graph,threads,sockets,nodes,edges,degree,instructions,cycles,L1-dcache-loads,L1-dcache-stores,l2-trans.demand-data-rd,l2-trans.rfo,l2-trans.l1d-wb,l2-trans.l2-wb,offcore-response.demand-data-rd.llc-hit.any-response,offcore-response.demand-data-rd.llc-miss.local-dram,offcore-response.demand-data-rd.llc-miss.remote-dram,cores,l1d-read-accesses,l1d-write-accesses,l2-read-accesses,l2-write-accesses,l3-read-accesses,l3-write-accesses,ldram-read-accesses,rdram-read-accesses,l1d-read-accesses-per1kinstr,l1d-write-accesses-per1kinstr,l2-read-accesses-per1kinstr,l2-write-accesses-per1kinstr,l3-read-accesses-per1kinstr,l3-write-accesses-per1kinstr,ldram-read-accesses-per1kinstr,rdram-read-accesses-per1kinstr,l1d-read-miss-rate,l1d-write-miss-rate,l2-read-miss-rate,l2-write-miss-rate,l3-read-miss-rate,l1d-read-bw,l1d-write-bw,l2-read-bw,l2-write-bw,l3-read-bw,l3-write-bw,ldram-read-bw,rdram-read-bw,ipc,avg-exec-time,energy-pkg,energy-cores,energy-uncore,pct-energy-cores,pct-energy-uncore,power-pkg,power-cores,power-uncore,millionTEPS/W
1021,cc-kron-g24-k4-t8-1s-2tpc-fh,cc,kron-g24-k4,8.0,1.0,16777215.0,66358331.0,3.0,2574958311.4,6016955102.5,733694188.4,275790380.3,71152341.7,15167880.0,19922861.1,6300318.2,24827396.5,21269784.6,10884.3,4.0,733694188.4,275790380.3,86320221.7,19922861.1,46108065.4,6300318.2,21269784.6,10884.3,284.945645341577,107.11126907588073,33.52497780504347,7.737542282461769,17.907391564160257,2.4468689321707346,8.261083208800569,0.004227774323640329,11.765228034578374,7.223963802416316,53.416283208170206,31.621874792248654,46.15607108055145,9.767170759158045,3.6716454684456736,2.298193849869928,0.5304082352128485,4.9109300561376426,0.6708816372528823,2.265273228776659,0.001159426283908527,0.4284629190406989,0.6011792921400001,49.736000000000004,34.419,15.317000000000002,69.13562317118306,30.864376828816944,82.78022648535617,57.28835627332302,25.49187021203314,1.337257840756474
1395,pr-kron-g24-k4-t4-1s-1tpc-nh,pr,kron-g24-k4,4.0,1.0,16777215.0,66358331.0,3.0,11649790818.6,52973710433.6,3855899559.2,697257057.9,2339163312.3,37280583.2,47333961.5,20228846.1,1148295785.9,500231338.6,109448.1,4.0,3855899559.2,697257057.9,2376443895.5,47333961.5,1648636572.6,20228846.1,500231338.6,109448.1,330.9845222036673,59.84977558874523,203.99304683387484,4.0631408051922495,141.52084496907273,1.7364739298639293,42.93831113020061,0.009395366305728996,61.63222860824294,6.789519886437716,69.37513055827506,42.73761985040724,30.352179211516322,7.186984976761353,1.299577204387235,8.85877107386816,0.17640975893790084,24.585166599754977,0.3015429952922231,7.458361490942403,0.0016326089759056874,0.21993300206957395,4.29366506854,466.43499999999995,351.43699999999995,114.99799999999998,75.24255510296008,24.757444897039925,108.68277278289517,81.89267629222039,26.790096490674802,0.14290778046682737
1405,pr-kron-g24-k4-t8-1s-2tpc-fh,pr,kron-g24-k4,8.0,1.0,16777215.0,66358331.0,3.0,11499746148.6,55241235394.2,3771858929.6,655604750.9,2330045799.4,37142243.9,43441094.3,19356906.2,1157599613.9,493886459.6,80695.5,4.0,3771858929.6,655604750.9,2367188043.3,43441094.3,1651566769.0,19356906.2,493886459.6,80695.5,327.9963607481427,57.010290127385545,205.8475420643378,3.7776462130018444,143.6179980105283,1.6832935701440968,42.9476462097809,0.0070174984940353305,62.75974047432783,6.626435604458649,69.76921100734396,44.55242970823612,29.91135303604351,12.588420623812532,2.1880319288233583,15.800883878504717,0.2899993101601802,44.095750820610746,0.516911552826492,13.186565251151174,0.002155366111135216,0.20823299478436583,2.3974997135599994,325.607,257.842,67.76500000000001,79.10723257449989,20.892767425500114,135.8553380251455,107.58802919484063,28.2673088303049,0.20505582389520455
1779,sssp-kron-g24-k4-t4-1s-1tpc-nh,sssp,kron-g24-k4,4.0,1.0,16777215.0,66358331.0,3.0,4349642081.7,15122787001.2,1656063476.8,615341394.7,375580053.3,39341423.3,60919122.1,24561646.7,163093944.5,113100606.1,41913.0,4.0,1656063476.8,615341394.7,414921476.6,60919122.1,276236463.6,24561646.7,113100606.1,41913.0,381.1552019086119,141.41719105969327,95.7214191959524,14.050867097203252,63.73972189793083,5.664329497145359,26.10212808768609,0.009659380517724548,25.09259676515143,9.94035704614469,66.57604890921681,40.312440192951755,40.93152348422777,2.2885629987316096,0.8495612809253392,1.148710601394154,0.16861991375468038,3.05917312745125,0.2719321394315866,1.251730419658796,0.00046632903044056557,0.2880494595694077,5.80496752728,391.92299999999994,236.30299999999997,155.61999999999998,60.166311021904995,39.833688978095,67.86038852471873,41.005872154169275,26.854516370549447,0.17281307741964147
1789,sssp-kron-g24-k4-t8-1s-2tpc-fh,sssp,kron-g24-k4,8.0,1.0,16777215.0,66358331.0,3.0,4490498840.8,15720446632.3,1671292404.3,619008581.0,376868611.3,40270667.8,61308966.7,24658033.3,164096798.9,112667033.0,41904.8,4.0,1671292404.3,619008581.0,417139279.1,61308966.7,276805736.7,24658033.3,112667033.0,41904.8,372.3933551400737,137.79921341734075,93.07295192269319,13.678400586001043,61.76962685845541,5.501323878697308,25.14652092520324,0.0093693658224383,24.982593296183627,9.93131303152204,66.35779391989715,40.21484181480004,40.69403942079164,2.398586641610317,0.8875103045981222,1.199041908794105,0.17621581413583226,3.183110681627464,0.28348493699977384,1.2958466321611029,0.0004829792457161001,0.2859421400191674,5.578292498200001,386.57300000000004,250.69,135.88299999999998,65.41280484534974,34.58719515465026,69.52120239765712,45.054062656353935,24.46713974130319,0.17468737955649677
2163,tc-kron-g24-k4-t4-1s-1tpc-nh,tc,kron-g24-k4,4.0,1.0,16777215.0,66358331.0,3.0,720000000000.0,445000000000.0,90919573484.5,501480660.4,4644601227.0,19359217.9,26595570.9,9611727.8,489932655.9,518934481.2,356924.2,4.0,90919573484.5,501480660.4,4663960444.9,26595570.9,1009224061.3,9611727.8,518934481.2,356924.2,126.2771853951389,0.6965009172222223,6.47772284013889,0.036938292916666664,1.401700085138889,0.013349621944444445,0.720742335,0.0004957280555555556,5.129764999050111,5.3034670780326945,21.63880899615823,36.140722275076875,51.454200913968705,22.12642299268345,0.12204023335973124,2.2700622448059056,0.012944022403179073,1.9648925685325835,0.018711277901040553,1.01033728173872,0.0006949601012997044,1.617980796335208,32.87568918200001,2996.0180000000005,2120.786,875.232,70.77876283654572,29.221237163454294,91.14843151658457,64.52485903718198,26.623572479402583,0.02215350587090904
2173,tc-kron-g24-k4-t8-1s-2tpc-fh,tc,kron-g24-k4,8.0,1.0,16777215.0,66358331.0,3.0,719700000000.0,447100000000.0,90847773425.4,459627714.0,4643605963.2,19244806.7,25275184.7,9170953.5,488613813.2,517732619.4,451564.3,4.0,90847773425.4,459627714.0,4662850769.9,25275184.7,1006797996.9,9170953.5,517732619.4,451564.3,126.23010172794739,0.6386338985237985,6.47888330421805,0.035118984729562666,1.3989154733070623,0.01274268194502395,0.7193736776817726,0.0006274569683974656,5.132597747624436,5.499424875428382,21.591917542765948,36.28239252945745,51.46884086579779,43.046475447640944,0.2177840698563366,4.418801668529573,0.023952050100195667,3.8164224366831583,0.034763212767597286,1.9625415104905404,0.0017115256576547687,1.6097129105238568,16.883800475200005,2163.056,1701.271,461.785,78.62849816082806,21.37150183917195,128.120496275368,100.76959008869184,27.350906186676138,0.030709609687465632
275,bc-kron-g24-k8-t4-1s-1tpc-nh,bc,kron-g24-k8,4.0,1.0,16777216.0,131715222.0,7.0,11472327827.3,44184493662.6,3299743646.3,885483803.4,865654104.9,111112205.6,127337808.4,92899472.9,399753586.1,288536803.0,97830.0,4.0,3299743646.3,885483803.4,976766310.5,127337808.4,688388219.1,92899472.9,288536803.0,97830.0,287.6557337153859,77.07806618757708,85.27114395606316,11.118077071135929,60.07658494304458,8.10951960372636,25.216284814493537,0.008537647542274832,29.64021081127156,14.472477082207288,70.4802078226255,72.96369302507514,41.937212901295474,3.3116007883242227,0.8869599210483147,1.9634386542604498,0.255974604370589,5.531446172135814,0.7468950394032777,2.320584598723908,0.000786549507996221,0.26083208406595826,8.03009179568,593.1960000000001,386.621,206.575,65.30495916680064,34.69504083319934,74.61376869931149,48.624205283440325,25.989563415871167,0.230248729033225
285,bc-kron-g24-k8-t8-1s-2tpc-fh,bc,kron-g24-k8,8.0,1.0,16777216.0,131715222.0,7.0,11357817327.8,46779349837.3,3231905504.4,841984132.7,853235585.1,110519065.8,123901398.0,90985545.5,408085365.5,195864595.3,77540064.8,4.0,3231905504.4,841984132.7,963754650.9,123901398.0,681490025.6,90985545.5,195864595.3,77540064.8,284.54871806811235,74.09602663536245,84.89070675892432,10.913829233118587,60.02019428833847,8.014016488631821,17.272599646028233,6.808387341724286,29.834323539560444,14.745860882865268,70.72977086081968,73.45258437497236,40.118347383554394,3.788139407851218,0.9865441779329697,2.2597213396128732,0.2904952056745874,6.392420542659906,0.8533589578889276,1.8439782051252576,0.7207015592515127,0.2440706707961894,6.826281828420001,521.645,335.71200000000005,185.933,63.85018682057184,36.149813179428165,76.40033680722686,49.15860306755814,27.241733739668717,0.25695508698249536
659,bfs-kron-g24-k8-t4-1s-1tpc-nh,bfs,kron-g24-k8,4.0,1.0,16777216.0,131715222.0,7.0,2451961299.3,4378404679.0,783519383.8,461104265.4,74811224.3,23836068.3,27778917.8,6069465.7,32051702.2,17619455.2,153273.4,4.0,783519383.8,461104265.4,98647292.6,27778917.8,49824430.8,6069465.7,17619455.2,153273.4,319.5483212576819,188.0560968950068,40.23240508565579,11.329323798354698,20.32009188770862,2.475340865374198,7.185946734298054,0.06249524969718986,12.590376228346432,6.024444581501847,50.50946783884011,21.84918520655753,35.66893566716176,7.392597040334496,4.35058391045974,1.8614452996528748,0.52419810329395,3.760632676999653,0.45816105348301506,1.3293190845255367,0.011713843225832596,0.5601516275680203,0.8483065708799999,60.757999999999996,38.887,21.871,63.88229180018774,36.11770819981225,71.68908958998375,45.9303567383874,25.758732851596346,2.170421358888484
669,bfs-kron-g24-k8-t8-1s-2tpc-fh,bfs,kron-g24-k8,8.0,1.0,16777216.0,131715222.0,7.0,2529524769.6,4907191892.2,791631299.6,460479418.3,74699281.6,24089674.4,28189089.0,6272005.2,31422224.1,18108624.6,13197.8,4.0,791631299.6,460479418.3,98788956.0,28189089.0,49544046.5,6272005.2,18108624.6,13197.8,312.9635299992515,182.04861037363776,39.05587115743573,11.144373862816677,19.58743610596555,2.4795714040187677,7.159580755274783,0.005217786412299573,12.479322932565346,6.121719408898205,50.15226725238995,22.247876836289347,36.57829257650156,8.161768830792738,4.747726829840502,2.0370844325052904,0.5812471165053471,4.086548835475582,0.517240047434798,1.4934084630899709,0.0010886113454873598,0.5160151349730865,0.7761097848199999,58.283,39.075,19.208,66.93816992569292,33.06183007430707,75.12305710962214,50.37192240001603,24.751134709606113,2.2666046919900174
1043,cc-kron-g24-k8-t4-1s-1tpc-nh,cc,kron-g24-k8,4.0,1.0,16777216.0,131715222.0,7.0,2970113019.9,6949678489.2,919189123.6,445422640.7,88595600.0,23760923.6,29449601.0,7848530.1,30592234.4,26419381.4,168075.6,4.0,919189123.6,445422640.7,112356523.6,29449601.0,57179691.4,7848530.1,26419381.4,168075.6,309.4795790710979,149.9687530063889,37.82913530507127,9.915348491745545,19.251744653061305,2.64250705896248,8.89508839011726,0.05659079002783254,12.223465286909306,6.611617361786,50.89150882428008,26.650803645367574,46.496998904879234,6.8891704151638535,3.3383808434789897,1.684177565834124,0.441433468229887,3.428255268710248,0.4705829541379881,1.583912541899196,0.010137835526302732,0.42739056015073107,1.0676781883,79.32500000000002,51.51899999999999,27.806,64.88088773094954,35.119112269050454,74.33675021397092,48.31041327147717,26.026336942493735,1.6618858999866621
1053,cc-kron-g24-k8-t8-1s-2tpc-fh,cc,kron-g24-k8,8.0,1.0,16777216.0,131715222.0,7.0,3066738290.1,7722142686.4,929320280.0,444830350.9,89708381.6,23948232.7,29591180.5,7877628.9,31313036.6,26723664.8,15519.7,4.0,929320280.0,444830350.9,113656614.3,29591180.5,58052221.1,7877628.9,26723664.8,15519.7,303.04035307273796,145.05521655517768,37.062606623896095,9.649477747225543,18.930261183217436,2.568849604259909,8.714672739873553,0.005059275536775891,12.230152943034884,6.652253208611874,51.077228018396866,26.620826966349522,46.05987879673434,8.110923208619264,3.8823861213659954,1.9839129069851613,0.5165228730893517,4.0534727983973085,0.5500348394644231,1.866003232380805,0.0010831413062106806,0.3973675525367327,0.9169823978,72.20700000000002,49.013999999999996,23.192999999999994,67.78493563532666,32.215064364673324,78.79611811911327,53.49613995835305,25.299978160760226,1.829294815426712
1427,pr-kron-g24-k8-t4-1s-1tpc-nh,pr,kron-g24-k8,4.0,1.0,16777216.0,131715222.0,7.0,16965399880.0,85791989546.7,6001162430.6,963681584.6,3953499540.5,49362553.4,70167554.1,22447543.9,1961730364.7,858720731.1,161573.8,4.0,6001162430.6,963681584.6,4002862093.9,70167554.1,2820612669.6,22447543.9,858720731.1,161573.8,353.73052699835694,56.8001938491876,235.94848428740966,4.136129733999012,166.25798119970744,1.323104638304199,50.62082330403841,0.00952250895456072,66.70266474697944,7.28345807007822,70.4651815004256,32.003691929155536,30.457296639529496,6.874106485016921,1.103798132727556,9.17054101740528,0.16077260258530113,25.845970484941773,0.205672319769449,7.870956024204051,0.001480333094709276,0.1977589692666423,6.985972239259999,716.7730000000001,531.4130000000001,185.36,74.09467426587909,25.9053257341209,102.6389068966532,76.09712630745508,26.541780589198112,0.1840653158922337
1437,pr-kron-g24-k8-t8-1s-2tpc-fh,pr,kron-g24-k8,8.0,1.0,16777216.0,131715222.0,7.0,16435198760.5,86757015834.1,5806188739.8,858448274.5,3919142140.7,46812164.6,61090974.4,20962652.4,1969233006.4,846197366.5,123255.3,4.0,5806188739.8,858448274.5,3965954305.3,61090974.4,2815553628.2,20962652.4,846197366.5,123255.3,353.2809927679136,52.228221859506945,241.31659294042342,3.717145208334668,171.31759700085698,1.2755145306246358,51.488549210052064,0.007500001451103024,68.30699282821215,7.118685706480051,70.99310265978342,34.31595876215567,30.060207384651694,12.139938923140713,1.7947753954785797,16.584587333210717,0.2554112947966037,47.09509541757522,0.35057930982115726,14.154944014550917,0.0020617702904395644,0.18945820880553732,3.8266979753599997,521.896,411.816,110.08000000000001,78.76223068083979,21.237769319160186,136.3146101322871,107.54567856090821,28.768931571378907,0.2543199725105182
1811,sssp-kron-g24-k8-t4-1s-1tpc-nh,sssp,kron-g24-k8,4.0,1.0,16777216.0,131715222.0,7.0,8033166260.7,25803679617.2,3118081245.7,1123393582.7,671062515.9,63716815.7,95451113.0,36909230.6,300070356.2,196317961.7,63150.8,4.0,3118081245.7,1123393582.7,734779331.6,95451113.0,496451468.7,36909230.6,196317961.7,63150.8,388.4907212228089,139.7968825996366,91.706606018149,11.911127224463858,61.97759471290161,4.60555736847928,24.503737392667635,0.007873410134032041,23.59172646365122,8.523624150467109,67.56746324172505,38.665841389451955,39.54784937129715,2.2908519529345117,0.82417164448585,1.081776482218021,0.14048598063186907,2.924980811797247,0.2172724597953398,1.1565436849434552,0.0003711662841479763,0.31155147937271777,10.90629048832,700.3790000000001,400.466,299.91299999999995,56.95216671591245,43.04783328408755,64.57068975432978,36.9836503392593,27.587039415070468,0.1889800294865647
1821,sssp-kron-g24-k8-t8-1s-2tpc-fh,sssp,kron-g24-k8,8.0,1.0,16777216.0,131715222.0,7.0,7953539923.6,26152679865.0,3066630689.1,1088692090.2,667020070.1,64307216.2,95252421.1,36990343.7,298639688.2,195050419.9,76586.5,4.0,3066630689.1,1088692090.2,731327286.3,95252421.1,493766694.6,36990343.7,195050419.9,76586.5,385.5740816132919,136.88372186799873,91.95438200680583,11.97660704840907,62.08489618778864,4.650891495632811,24.526466941466687,0.009629109845385524,23.848512662588167,8.749377477503643,67.51671642034503,38.83298779350141,39.50707734171035,2.3513029068625273,0.8347423095133604,1.1214690819946254,0.14606968510882418,3.0288174259499763,0.2269008291658346,1.196565329514902,0.00046963380917254126,0.3042249836852352,10.4341284974,656.824,397.048,259.77599999999995,60.630058404107686,39.369941595892314,62.95816771217606,38.05752668375305,24.90064102842301,0.20203530043453669
2195,tc-kron-g24-k8-t4-1s-1tpc-nh,tc,kron-g24-k8,4.0,1.0,16777216.0,131715222.0,7.0,2640000000000.0,1568000000000.0,333900000000.0,986421231.6,17676143607.1,36596896.9,55562664.1,23465997.6,1352552559.2,1441010477.6,1356766.3,4.0,333900000000.0,986421231.6,17712740504.0,55562664.1,2794919803.1,23465997.6,1441010477.6,1356766.3,126.47727272727272,0.3736444059090909,6.709371403030303,0.021046463674242427,1.0586817435984848,0.008888635454545454,0.5458373021212122,0.0005139266287878788,5.304808525439931,5.6501163372141985,15.779131392726276,42.23265207586237,51.60827040639553,23.47360585823059,0.06934944291802911,2.490456650694494,0.007812172673756691,1.5718909822870193,0.013197335019166557,0.8104409060854951,0.0007630287829803381,1.683684468397844,113.79670277,10332.513,7258.4450000000015,3074.068,70.24699486182828,29.753005138171716,90.79912603943968,63.78517423519209,27.013951804247608,0.012748444651560808
2205,tc-kron-g24-k8-t8-1s-2tpc-fh,tc,kron-g24-k8,8.0,1.0,16777216.0,131715222.0,7.0,2640000000000.0,1570000000000.0,333900000000.0,956040947.9,17673370826.3,36805339.2,55347901.6,24151615.8,1345179045.5,1441745596.0,1770755.5,4.0,333900000000.0,956040947.9,17710176165.5,55347901.6,2788695397.0,24151615.8,1441745596.0,1770755.5,126.47727272727272,0.362136722689394,6.7084000626893925,0.02096511424242424,1.0563240140151517,0.009148339318181818,0.546115756060606,0.0006707407196969697,5.3040406204887525,5.789269514244963,15.74628809787475,43.636298349113474,51.7634938977513,45.50102844206356,0.13028117419779434,4.826782358163697,0.015084663367381521,3.040155482627773,0.02632940640342158,1.5717492373677442,0.0019305207830488593,1.6815286624203822,58.7064183264,7442.914999999999,5819.603999999998,1623.3110000000001,78.18657344852369,21.8134265514763,126.78223478669949,99.13088451451081,27.651350272188694,0.017699265218554795
211,bc-kron-g24-k16-t4-1s-1tpc-nh,bc,kron-g24-k16,4.0,1.0,16777216.0,260376709.0,15.0,19204476338.0,64952647832.0,5152327787.1,1435658103.1,1345098942.6,112628069.7,146491839.8,89566969.3,602676299.7,385059208.9,49193792.4,4.0,5152327787.1,1435658103.1,1457727012.3,146491839.8,1036929301.0,89566969.3,385059208.9,49193792.4,268.3009586858156,74.65035130243508,76.02226593494508,7.641810249026835,54.059000224579606,4.670859545221889,20.082060685978668,2.5646350863178586,28.33320153835053,10.274727375065732,71.14336648736449,61.157218994142305,41.903962647584926,3.0044455683969398,0.8361701912245513,1.7015804289211345,0.1709934714419372,4.844440038197015,0.4182135704022267,1.7974194774521337,0.22909366524943153,0.2974592326243315,13.804898924999998,930.8940000000002,578.423,352.471,62.364390246197445,37.63560975380257,67.5923627521324,42.017456619412485,25.574906132719924,0.292543802746707
221,bc-kron-g24-k16-t8-1s-2tpc-fh,bc,kron-g24-k16,8.0,1.0,16777216.0,260376709.0,15.0,18829812018.0,64847039272.9,4992064415.7,1350816695.2,1318409474.4,110336855.2,139561892.0,87663265.1,589518113.5,309564076.8,109884538.2,4.0,4992064415.7,1350816695.2,1428746329.6,139561892.0,1008966728.5,87663265.1,309564076.8,109884538.2,265.1145629177677,71.70578982511569,75.91111770653227,7.415788123506973,53.59773934254694,4.657742819111609,16.43872831328392,5.841935135811459,28.633785582855342,10.35385530215763,70.62607095779863,62.83240738368518,41.67697397784397,3.334543070988957,0.9021834259395007,1.908708710380172,0.18642531127922282,5.393127262024508,0.46846662973902076,1.6544382744521624,0.5871521937562882,0.2903936123797868,11.9804471216,851.1099999999999,520.471,330.639,60.79575198303168,39.20424801696832,71.04997612439864,43.46465821351527,27.58531791088338,0.30866317093001966
595,bfs-kron-g24-k16-t4-1s-1tpc-nh,bfs,kron-g24-k16,4.0,1.0,16777216.0,260376709.0,15.0,3182046468.5,6223180825.2,1118351439.1,793400190.1,93937239.3,42658037.5,50594789.3,12153367.7,34943561.1,27160551.8,17337.1,4.0,1118351439.1,793400190.1,136595276.8,50594789.3,62121450.0,12153367.7,27160551.8,17337.1,351.4570489460923,249.3375835378118,42.927116846249895,15.900175153787197,19.52262106342903,3.8193830507935944,8.535852962399414,0.005448201005855811,12.214008955560349,6.376969690192301,45.47829382654642,24.021044288214387,43.74540265869478,6.488410081764089,4.603241705356343,1.584959870006856,0.5870751392859547,2.882870493872095,0.5640681172091307,1.260197055627651,0.0008057930170433435,0.5114619584691368,1.3795963844599999,101.039,65.15799999999999,35.881,64.33517513911201,35.66482486088799,73.30691107672938,47.321816365322675,25.98509471140668,2.5824109526057644
605,bfs-kron-g24-k16-t8-1s-2tpc-fh,bfs,kron-g24-k16,8.0,1.0,16777216.0,260376709.0,15.0,3258818805.7,6875279986.6,1126361205.5,792388085.8,94773374.9,43139370.9,51031185.5,12013548.3,35453520.8,26837666.5,15960.5,4.0,1126361205.5,792388085.8,137912745.8,51031185.5,62307147.8,12013548.3,26837666.5,15960.5,345.64028445894735,243.15616886336275,42.32068294724235,15.659571352721764,19.12023356015481,3.686371336043547,8.236485324294419,0.0048972708765258844,12.244114600944185,6.440183403328805,45.17822654613808,23.53988349028673,43.0872661446602,6.847036444043316,4.816856292334721,1.6766570840104784,0.6204053221206595,3.0300087235584683,0.5842144214446063,1.3050900736942046,0.000776114467820517,0.4743038063242711,1.3161942933800002,103.876,71.033,32.842999999999996,68.13300484828909,31.866995151710903,78.93590168552572,53.98064508006164,24.95525660546408,2.524364353938696
979,cc-kron-g24-k16-t4-1s-1tpc-nh,cc,kron-g24-k16,4.0,1.0,16777216.0,260376709.0,15.0,3788371064.0,9065583439.9,1273332004.1,774973450.6,117696634.6,40936705.8,48234970.9,10828002.6,40415998.8,34692111.2,19975.8,4.0,1273332004.1,774973450.6,158633340.4,48234970.9,75128085.8,10828002.6,34692111.2,19975.8,336.11624519351835,204.5675046876364,41.874134174118915,12.732474135815611,19.831419068437537,2.8582182993546086,9.15781605371371,0.005272711187684371,12.458208845290718,6.224087984756172,47.3605214245029,22.448589858947933,46.20202746292438,6.330650364941256,3.8528991717096615,1.5773372756126034,0.4796106741005093,2.987980582287901,0.43065153398634076,1.3795824135446828,0.000795215788982845,0.4179203360801795,1.6096716936599997,127.03100000000002,85.304,41.727000000000004,66.98472712175933,33.01527287824065,78.98424583057319,53.07564482302462,25.908601007548565,2.055097328883334
989,cc-kron-g24-k16-t8-1s-2tpc-fh,cc,kron-g24-k16,8.0,1.0,16777216.0,260376709.0,15.0,3880813781.6,10108356099.8,1282650783.1,773897867.1,119037515.1,41125276.5,48382442.9,10820046.1,41056334.9,34635860.2,18358.6,4.0,1282650783.1,773897867.1,160162791.6,48382442.9,75710553.7,10820046.1,34635860.2,18358.6,330.51848727770243,199.4237026657391,41.271635042242515,12.467578579204094,19.50925802148907,2.7881789273089455,8.924721860100195,0.0047321779888357405,12.486917764256527,6.25179425586289,47.27075170019043,22.363473582531203,45.76480888558628,6.987316556332007,4.21589575835959,1.7449717610397084,0.5271469098437703,3.2996160095893714,0.47157678738355546,1.5095545793520142,0.000800441128861092,0.38424081129683507,1.46904290824,121.39999999999998,83.571,37.829,68.5288800580704,31.4711199419296,82.6432501827448,56.90251589536924,25.740734287375556,2.1685805656849753
1363,pr-kron-g24-k16-t4-1s-1tpc-nh,pr,kron-g24-k16,4.0,1.0,16777216.0,260376709.0,15.0,27019705843.4,142300000000.0,9943266124.2,1603141268.1,6610779612.2,81891940.1,130129947.0,28258694.9,3342447569.0,1453751431.9,239456.8,4.0,9943266124.2,1603141268.1,6692671552.3,130129947.0,4796438457.7,28258694.9,1453751431.9,239456.8,368.0097996426974,59.31417958261655,247.73397698119658,4.816627074181827,177.5503938416367,1.0460792795413987,53.81677359832705,0.008859944326713812,67.31590466408339,8.12654014302191,71.66643397206366,21.74965184491045,30.32219692066797,6.841285427671886,1.1028168564408154,9.210138656385428,0.1790656045058027,26.406159162684467,0.1555487239649993,8.003709836129747,0.0013177430557842092,0.18988967259281725,11.631368136599999,1167.419,850.7710000000001,316.648,72.84911662821368,27.150883371786325,100.41798307041883,73.18794863255877,27.23003443786007,0.22330793785802722
1373,pr-kron-g24-k16-t8-1s-2tpc-fh,pr,kron-g24-k16,8.0,1.0,16777216.0,260376709.0,15.0,25950790980.2,144800000000.0,9546097891.2,1401942996.8,6511455533.9,72532202.5,104076810.9,25313150.9,3340484551.9,1429570743.1,207843.1,4.0,9546097891.2,1401942996.8,6583987736.4,104076810.9,4770263138.1,25313150.9,1429570743.1,207843.1,367.856716470897,54.01927282690882,253.71981649795376,4.010822877339807,183.82639440486608,0.975538552447448,55.089414892827605,0.008007808915040984,68.97504121253746,7.426766954787499,72.45355990504297,24.359067340916503,29.97404348409193,12.043823967053713,1.7686480246794936,16.612921451782345,0.26258534683771767,48.147588459631194,0.25550790569027954,14.428780464178777,0.0020969002194967694,0.1793710361236332,6.341443265140001,814.724,632.829,181.89500000000004,77.63922877787634,22.360771222123667,128.47612118751798,99.79067922920407,28.685441958313884,0.3200821244438182
1747,sssp-kron-g24-k16-t4-1s-1tpc-nh,sssp,kron-g24-k16,4.0,1.0,16777216.0,260376709.0,15.0,14975889989.0,45118077615.5,5899136155.6,2077509274.7,1215057209.1,107815165.3,156746567.5,55986843.0,555611473.7,350150869.7,106170.6,4.0,5899136155.6,2077509274.7,1322872374.4,156746567.5,905868514.0,55986843.0,350150869.7,106170.6,394.0730635173877,138.70463893817004,88.4491732599265,10.482235907984151,60.553769859215706,3.74448242789803,23.39997083478798,0.007101935843992413,22.438035123339073,7.558681474405451,68.47832339792294,35.71603972170689,38.66163456598758,2.271771050091679,0.7997615907805706,1.0194588874255675,0.12080943918814886,2.791993240009146,0.1726148452638385,1.0790512798017229,0.00032743805351986214,0.3320705152209908,20.774126522600003,1241.32,676.3259999999999,564.994,54.41121267443883,45.588787325561164,59.81170408924221,32.597475366847334,27.214228722394864,0.21005855357979836
1757,sssp-kron-g24-k16-t8-1s-2tpc-fh,sssp,kron-g24-k16,8.0,1.0,16777216.0,260376709.0,15.0,14666125743.7,44744716793.2,5775052011.3,2001533944.6,1197557542.1,107429360.4,153137859.2,54988136.0,548986049.3,348159648.9,115917.6,4.0,5775052011.3,2001533944.6,1304986902.5,153137859.2,897261615.8,54988136.0,348159648.9,115917.6,393.77537132939005,136.47434893869917,88.98293150865834,10.441921203440584,61.18179608404883,3.7494225044890563,23.739778923873338,0.007902994186530904,22.59722094376479,7.651165141699844,68.75630820161341,35.907258199878285,38.81120465148675,2.324561870479841,0.8056506175209863,1.0505573467497122,0.123280747752919,2.889272733476348,0.1770694072852042,1.1210883353220538,0.00037327709715025375,0.32783103227037513,19.875130938999998,1177.0809999999997,639.1600000000001,537.921,54.1611890347833,45.838810965216716,59.2228269255035,32.15776817474024,27.065058750763267,0.22191098139635276
